CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.2719091870765385,-0.48301656602763915,-0.43522196784907796,-0.2565146892155061,-0.16502198638980636,-0.17622409778138132,0.8120549929216353,0.11655378526250793,-0.6254735117387432,-0.5944329780843034,1.1470781465130435,0.44752224007460895,0.8241982541466348,15.2
-0.402926912737304,2.9880791963055247,-1.3322597126595603,-0.2565146892155061,-1.2136770092397897,1.8920001936598505,-1.9079948082746658,1.2460402393393049,-0.8554019000394277,-0.3480010459359265,-1.7160613048010684,0.43137112476682454,-1.3275563225325637,42.3
0.12478547538398124,-0.48301656602763915,1.027052326473738,-0.2565146892155061,0.6278635186918877,-1.8274222378148453,1.1091130633154418,-1.1859685553073245,1.6738103712681018,1.5633490619466066,0.7835048828541085,0.2203440523901129,-1.306879628970624,50
-0.40099633024305437,-0.48301656602763915,-0.8683252979948919,-0.2565146892155061,-0.36111195001216106,-0.3241556717604891,-1.2351403837682124,1.105808765144693,-0.510509317588401,-1.0933073773115054,0.7835048828541085,0.44752224007460895,-0.6521176661758646,21.1
-0.0056273199997184335,-0.48301656602763915,1.027052326473738,-0.2565146892155061,1.3269668672585426,0.15345198137205754,0.6939475673433749,-0.5778555309284427,1.6738103712681018,1.5633490619466066,0.7835048828541085,0.38939947643409506,0.26317063549933595,17.7
-0.3745579552895716,-0.48301656602763915,-0.5468011308696945,-0.2565146892155061,-0.5486762630422395,-0.7876746035616913,0.18930674896353458,0.4831160019665122,-0.510509317588401,-0.7146436766932678,0.5108249351099083,0.3862117563075585,-0.1379572196022956,18.5
0.5889044328580799,-0.48301656602763915,1.027052326473738,-0.2565146892155061,1.2161334095589509,-1.030000610460801,1.1091130633154418,-1.063863242863193,1.6738103712681018,1.5633490619466066,0.7835048828541085,0.44752224007460895,1.496880018028409,11.3
0.038123531827646696,-0.48301656602763915,1.2443380649875695,-0.2565146892155061,2.6740196608381956,-1.1258039155139365,1.1091130633154418,-1.1469086469700125,-0.510509317588401,-0.017421624761274568,-1.7160613048010684,0.44752224007460895,1.8856018569928767,15.6
-0.172070801563935,-0.48301656602763915,1.2443380649875695,-0.2565146892155061,2.6740196608381956,-0.9003843742124397,1.1091130633154418,-1.0952884906806015,-0.510509317588401,-0.017421624761274568,-1.7160613048010684,-1.9712135346036808,0.538859882991866,15.6
-0.22903705329027813,-0.48301656602763915,1.5834799946949698,-0.2565146892155061,0.5681839645459537,-1.7583875032912613,1.1091130633154418,-1.1333140256571523,-0.6254735117387432,0.18693656287396482,1.237971462427777,0.44752224007460895,2.9869804007255345,14.4
